汽车用品,维修保养,润滑油/机油,类别,汽机油,
,,,,柴机油,
,,,,摩托车机油,
,,,,刹车油,
,,,,变速箱油,
,,,,齿轮油,
,,,,金属养护,
,,,粘稠度/汽油机油标号,5W-40,
,,,,0W-40,
,,,,5W-30,
,,,,10W-40,
,,,,15W-40,
,,,,20W-40,
,,,机油等级/机油级别,SN,
,,,,SM,
,,,,SL,
,,,,SJ,
,,,机油分类,全合成机油,
,,,,半合成机油,
,,,,矿物质机油,
,,,净值含量,1L,
,,,,4L,
,,添加剂,类别,汽油添加剂,
,,,,机油添加剂,
,,,,柴油添加剂,
,,,,变速箱添加剂,
,,,功能/车用点烟器分类,多功能型,
,,,,节油型,
,,,,养护清洗型,
,,,形状,固体,
,,,,液体,
,,,净含量,50ml以下,
,,,,50mL(含)-100mL(含),
,,,,100mL(含)-500mL(含),
,,,,500mL以上,
,,防冻剂,冰点,-25℃,
,,,,-30℃,
,,,,-35℃,
,,,,-37℃,
,,,,-40℃,
,,,,-45℃,
,,滤清器,类别,滤清器套装,
,,,,机油滤清器,
,,,,空气滤清器,
,,,,空调滤清器,
,,,,燃油滤清器,
,,火花塞,包装,单支装,
,,,,四支装,
,,,,六支装,
,,,材料,双铱金火花塞（针对针）,
,,,,依铂金火花塞,
,,,,双铂金火花塞,
,,,,铂金火花塞,
,,,,镍合金火花塞,
,,,,普通合金火花塞,
,,,产品类型,火花塞,
,,,,点火线圈,
,,,,高压线,
,,雨刷,包装,专车套装,
,,,,单支装,
,,,接口,U型接口,
,,,,四合一或专用接口,
,,,架构,有骨,
,,,,无骨,
,,车灯,类型,卤素灯,
,,,,升级灯泡,
,,,,氙气灯,
,,,,日间行车灯,
,,,,信号灯,
,,,,室内灯,
,,,,改装大灯总成,
,,,,辅助车灯,
,,,,灯类应急包,
,,,,尾灯总成,
,,,,雾灯总成,
,,,型号,H1,
,,,,H3,
,,,,H4,
,,,,H7,
,,,,H9,
,,,,H11,
,,,,T10,
,,,,9005,
,,,,9006,
,,后视镜,类型,内后视镜,
,,,,外后视镜,
,,,,小圆镜,
,,,,后视镜雨挡,
,,,,多功能后视镜,
,,轮胎,尺寸,12寸,
,,,,13寸,
,,,,14寸,
,,,,15寸,
,,,,16寸,
,,,,17寸,
,,,,18寸,
,,,,19寸,
,,,,20寸,
,,,,21寸,
,,,,22寸,
,,,胎面宽度,155,
,,,,165,
,,,,175,
,,,,185,
,,,,195,
,,,,205,
,,,,215,
,,,,225,
,,,,235,
,,,,245,
,,,,255,
,,,,265,
,,,,275,
,,,类别,轿车轮胎,
,,,,SUV轮胎,
,,,,冬季轮胎,
,,轮毂,尺寸（直径）,13,
,,,,14,
,,,,15,
,,,,16,
,,,,17,
,,,,18,
,,,,19,
,,,,20,
,,,,21,
,,,,22,
,,,宽度（J值）,5.5,
,,,,6,
,,,,6.5,
,,,,7,
,,,,7.5,
,,,,8,
,,,,8.5,
,,,偏距（ET值）,38,
,,,,45,
,,,,42,
,,,,40,
,,,,37,
,,,,35,
,,,,28,
,,,,-25,
,,,,20,
,,,,30,
,,,,50,
,,,,32,
,,,,43,
,,,,33,
,,,,48,
,,,,55,
,,,,57,
,,,孔位和节圆直径（PCD）,3*120,
,,,,4*100,
,,,,5*100,
,,,,5*105,
,,,,5*108,
,,,,5*112,
,,,,5*114.3,
,,,,5*120,
,,,,5*130,
,,,,5*150,
,,,,6*120,
,,,,6*127,
,,,,6*139.7,
,,,中心孔（CBD）,73.1,
,,,,66.1,
,,,,71.5,
,,,,72.6,
,,,,71.6,
,,,,66.6,
,,,,74.1,
,,,,70.3,
,,,,57.1,
,,,,56.5,
,,,,56.6,
,,,,65.1,
,,,,63.5,
,,,制造技术,铸造,
,,,,旋压,
,,,,锻造,
,,刹车片/盘,产品类型,刹车盘/鼓,
,,,,刹车片/蹄,
,,,,制动钳,
,,,,制动辅件,
,,,,减震器,
,,,,减震弹簧,
,,,,减震器辅件,
,,,安装位置,前,
,,,,后,
,,,,全套,
,,喇叭/皮带,产品,喇叭,
,,,,皮带,
,,,,其他配件,
,,,类型,通用,
,,,,专车专用型,
,,蓄电池,适用类型,汽车蓄电池,
,,,,摩托车蓄电池,
,,,,电动车蓄电池,
,,,,蓄电池辅件,
,,底盘装甲/护板,类别,底盘喷塑,
,,,,发动机下护板,
,,贴膜,规格,全车套,
,,,,装前挡,
,,,,侧后挡,
,,,类型,小轿车通用,
,,,,SUV通用,
,,汽修工具,用途,通用工具,
,,,,轮胎维护,
,,,,车身维修,
,,,,引擎维修,
,,,,底盘/传动维修,
,,,汽修辅助工具,千斤顶,
,,,,扳手套装,
,,,,轮胎扳手,
,,,,活络扳手,
,,,,内六角扳手,
,,,,电烙铁,
,,,,电笔工具箱,
,,,,补胎套装,
,,,材料,碳素钢,
,,,,合成钢,
,,,,塑料,
,车载电器,导航仪,类别,嵌入式DVD导航,
,,,,便携式导航,
,,,,手持GPS,
,,,,多功能机,
,,,,GPS配件,
,,,屏幕尺寸,2.8寸,
,,,,5寸,
,,,,6.2-6.5寸,
,,,,7寸,
,,,,8寸及以上,
,,,附加功能,单导航功能,
,,,,电子狗导航一体机,
,,,,记录仪导航一体机,
,,,,实时路况导航,
,,,,双星导航系统,
,,,,智能云导航,
,,,屏幕,电容屏,
,,,,电阻屏,
,,安全预警仪,外观,车模形状,
,,,,非车模形状,
,,,功能,固定流动测速一体机,
,,,,单流动测速,
,,,类型,自动升级云电子狗,
,,,,普通电子狗,
,,行车记录仪,拍着角度,170°及以上,
,,,,150°-169°,
,,,,120°-149°,
,,,,90°-119°,
,,,分辨率,1296P,
,,,,1080P,
,,,,720P,
,,,,480P,
,,,屏幕,4.3寸及以上,
,,,,3.5寸,
,,,,3.0寸,
,,,,2.7寸,
,,,,2.0寸,
,,,,无屏幕,
,,,附加功能,单行车记录仪,
,,,,行车记录仪电子狗一体机,
,,,,双镜头行车记录仪,
,,倒车雷达,探头数量,8头,
,,,,6头,
,,,,4头,
,,,,2头,
,,,报警距离,2.5-0.35m,
,,,,2.5-0.3m,
,,,,2.5-0.2m,
,,,,2.0-0.3m,
,,,,2.0-0.2m,
,,,探头直径,18.8mm,
,,,,24mm,
,,,报警方式,语音报警,
,,,,蜂鸣声报警,
,,,,语音 蜂鸣报警,
,,,显示方式,LED分段显示,
,,,,LCD矩阵显示,
,,,,倒车影像,
,,,,无屏幕,
,,,探测方位,前探,
,,,,后探,
,,,,前探 后探,
,,蓝牙设备,类别,遮阳板式,
,,,,方向盘式,
,,,,后视镜式,
,,,,耳机式,
,,,,仪表盘式,
,,,,出风口式,
,,,通话时长,20小时以上,
,,,,10-20小时,
,,,,5-10小时,
,,,,1-5小时,
,,,同时支持2手机,是,
,,,,否,
,,时尚影音,内存,2G,
,,,,4G,
,,,音源来源,FM发射,
,,,,FM AUX,
,,,音频播放格式,MP3普通格式,
,,,,MP3普通格式和无损格式,
,,,记忆功能,无,
,,,,模糊记忆到文件,
,,,,精确记忆到秒,
,,,类别,车载MP3,
,,,,高音头,
,,,,低音炮,
,,,,喇叭套装,
,,,,功效,
,,,,车载CD/DVD机,
,,,,隔音套装,
,,净化器,电源方式,电池/太阳能,
,,,,点烟器式,
,,,净化技术,HEPA/HESA滤网,
,,,,静电吸附,
,,,,光触媒,
,,,,等离子/C离子,
,,,,活性炭,
,,,,负离子,
,,,风量/风速调节,小于5立方米/h,
,,,,5-10立方米/h,
,,,,11-20立方米/h,
,,,,21-25立方米/h,
,,,,26-30立方米/h,
,,,,大于30立方米/h,
,,,静音指标,<30db(A),
,,,,30-40db(A),
,,,,40-50db(A),
,,,,50-60db(A),
,,,,>60db(A),
,,电源,类别,扩展点烟器,
,,,,充电器,
,,,,逆变器,
,,,,移动电源,
,,,,应急电源,
,,,USB输出电流,无,
,,,,500-800mA,
,,,,1000mA（适用智能手机充电）,
,,,,2100mA（适用平板电脑充电）,
,,,,2100mA以上,
,,,输出功率,0-150W,
,,,,150-500W,
,,,,500W以上,
,,冰箱,容量,4L-10L,
,,,,11L-20L,
,,,工作方式,半导体冷热杯,
,,,,半导体冷暖箱,
,,,,压缩机冰箱,
,,,显示类型,智能数显版,
,,,,普通版,
,,吸尘器,功率,1-40W,
,,,,46-85W,
,,,,85W以上,
,,,类型,干吸,
,,,,干湿两用,
,,,附加功能,单吸尘器,
,,,,吸尘打气一体,
,美容清洗,车蜡,功能,防水,
,,,,上光,
,,,,保护,
,,,,去划痕,
,,,,封釉镀膜,
,,,,多功能套装,
,,,,打蜡机,
,,,形态,固体,
,,,,乳状,
,,,,膏状,
,,,,液体,
,,补漆笔,类别,单只装,
,,,,套装,
,,,,补漆配件,
,,玻璃水,类别,非浓缩,
,,,,浓缩,
,,清洁剂,清洁对象,漆面,
,,,,真皮座椅,
,,,,仪表台,
,,,,布艺,
,,,,皮革/塑料,
,,,,地毯/脚垫,
,,,,轮胎轮毂,
,,洗车工具,类别,220V高压洗车器,
,,,,12V电动洗车器,
,,,,手动洗车器,
,,,,洗车水枪,
,,,,洗车器配件,
,,,水管长度,10m,
,,,,15m,
,,,,20m,
,,,,25m,
,,,,30m,
,,,,其他,
,,洗车配件,类别,车掸,
,,,,毛巾,
,,,,海绵,
,,,,套装,
,,,,湿巾,
,,,,水桶,
,,,,洗车刷,
,,,,其他,
,,,包装,1-3条,
,,,,4-6条,
,,,,7-10条,
,,,,10条以上,
,汽车装饰,脚垫,类别,专车专用脚垫,
,,,,通用脚垫,
,,,外形,全包围,
,,,,地毯式,
,,,,3D,
,,,,大包围,
,,,,其他,
,,,材质,丝圈,
,,,,皮革,
,,,,绒面,
,,,,PVC,
,,,,TPE,
,,,,XPE,
,,,,其他,
,,,颜色,黑色,
,,,,灰色,
,,,,棕色,
,,,,红色,
,,,,米色,
,,,,黄色,
,,,,透明色,
,,,,其他,
,,座垫,适用季节,四季垫,
,,,,凉垫,
,,,,毛垫,
,,,,多功能垫,
,,,类别,通用,
,,,,专车专用,
,,,座垫材质,真皮,
,,,,人造皮革,
,,,,亚麻,
,,,,冰丝,
,,,,布艺,
,,,,天然毛皮,
,,,,人造毛绒,
,,,,其他,
,,,图案风格,商务,
,,,,卡通,
,,,,简约,
,,,功能,普通,
,,,,养生,
,,,,制冷,
,,,,加热,
,,,,按摩,
,,,套件数量,方垫,
,,,,前排单座,
,,,,三件套,
,,,,五件套,
,,,,其他,
,,座套,适用季节,四季,
,,,,夏季,
,,,,冬季,
,,,类别,专车专用,
,,,,通用,
,,,材质,真皮,
,,,,人造皮革,
,,,,亚麻,
,,,,冰丝,
,,,,布艺,
,,,,人造毛绒,
,,,,其他,
,,,图案风格,商务,
,,,,卡通,
,,,,简约,
,,,,运动,
,,后备箱垫,类别,专车专用后备箱垫,
,,,,通用后备箱垫,
,,,材质,丝圈,
,,,,皮革,
,,,,绒面,
,,,,TPE,
,,,,PVC,
,,,,XPE,
,,,,其他,
,,,颜色,黑色,
,,,,灰色,
,,,,棕色,
,,,,米色,
,,,,黄色,
,,,,其他,
,,头枕腰靠,类别,头枕/颈枕,
,,,,腰靠,
,,,,抱枕,
,,,,组合,
,,,面料材质,真皮,
,,,,天然纤维,
,,,,仿皮,
,,,,合成纤维,
,,,,其他,
,,,内芯材质,弹力棉,
,,,,太空记忆棉,
,,,,乳胶海绵,
,,,,普通海绵,
,,,,其他,
,,,功能,舒适按摩型,
,,,,加热型,
,,,,其他,
,,,包装类型,单只装,
,,,,对装,
,,,,套装,
,,,,礼品装,
,,空气净化,用途,物理吸附,
,,,,甲醛净化剂,
,,,,空调清洗剂,
,,,,空气清新剂,
,,,,其他,
,,,材质,竹炭,
,,,,活性炭,
,,,,光触媒,
,,,,纳米矿晶,
,,,,硅藻纯,
,,,,其他,
,,,产品重量,0-500g,
,,,,501g-2000g,
,,,,2001g-4000g,
,,,,4000g以上,
,,车内饰品,类别,方向盘套,
,,,,档把套,
,,,,挂件,
,,,,摆件,
,,,,小套饰,
,,,,氛围灯,
,,,,布艺软饰,
,,,,其他,
,,功能小件,类别,车载支架/挂钩/托盘,
,,,,遮阳档/雪挡,
,,,,整理收纳,
,,,,遮阳板/CD夹/证件夹,
,,,,防滑垫,
,,,,纸巾盒,
,,,,烟灰缸,
,,,,钥匙挂/包,
,,,,年检贴/车贴,
,,,,其他,
,,,风格,卡通,
,,,,商务,
,,,,运动,
,,,,其他,
,,车身装饰件,类别,车牌架,
,,,,手扶箱,
,,,,踏板,
,,,,尾喉/排气管,
,,,,挡泥板,
,,,,双面胶,
,,,,保护膜,
,,,,油箱盖,
,,,,气门嘴,
,,,,天线,
,,,,灯罩灯框,
,,,,护板护杠,
,,,,胶带,
,,,,轮毂喷膜,
,,,,装饰条,
,,,,行李架/自行车架,
,,,,其他,
,,车衣,车型,小型车,
,,,,紧凑型车,
,,,,中型车,
,,,,中大型车,
,,,,SUV/越野车,
,,,,商务车,
,,,车身类型,两厢车,
,,,,三厢车,
,,,,越野车,
,,,,商务车,
,,,车衣类型,半罩,
,,,,全罩,
,,,,落地罩,
,安全自驾,安全座椅,适合年龄,0-15个月,
,,,,0-4岁,
,,,,0-8岁,
,,,,9个月-4岁,
,,,,9个月-12岁,
,,,,4岁-12岁,
,,,座椅样式,提篮式（初生儿）,
,,,,坐躺调节式,
,,,,坐式（儿童）,
,,,,增高垫,
,,,安装方式,反向安装（婴儿）,
,,,,正向安装（儿童）,
,,,,双向安装,
,,,,isofix接口,
,,,,车载安全带,
,,胎压充气,显示类型,数显,
,,,,指针,
,,,类别,单缸充气泵,
,,,,双缸充气泵,
,,,,外置胎压监测,
,,,,内置胎压监测,
,,,,简易胎压计,
,,防盗设备,类别,防盗报警器,
,,,,跟踪器,
,,,,密码锁,
,,,,棒球锁,
,,,,折叠锁,
,,,,车位锁,
,,,,其他,
,,应急救援,类别,安全锤,
,,,,拖车绳,
,,,,救援组套,
,,,,应急电源,
,,,,雪铲,
,,,,急救包,
,,,,灭火器,
,,,,警示牌,
,,,,防滑链,
,,,,油箱,
,,,,其他,
,,保温箱,类别,手提式,
,,,,肩背式,
,,,,保温包,
,,,,拉杆式,
,,,,卧式,
,,,,保温杯,
,,储物箱,类别,可折叠,
,,,,不可折叠,
,,自驾野营,类别,户外照明,
,,,,工兵铲,
,,,,野餐垫,
,,,,眼镜,
,,,,音箱,
,,,,防沙板,
,,,,指南球,
,,,,酒精测试仪,
,,,,自行车,
,,,,行李网,
,,,,尿袋,
,,,,其他装备,
,,摩托车装备,类别,头盔,
,,,,手套,
,,,,眼镜,
,,,,车罩,
,,,,雨衣,
,,,,护膝,
,,,,其他,
,,,款式,夏盔,
,,,,半盔,
,,,,全盔,